Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,AM,PM,Vehicle Year,Make,Model,License Plate Number,Vehicle Identification Number,State Vehicle Is Registered In,Address Of Accident,City,County,State,Zip Code,Moving,Stopped In Traffic,Pedestrian Involved,Bicyclist Involved,Undefined,Other,Number Of Vehicles Involved,Damage: Unknown,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Click 1,Left Rear 1,Rear Bumper,Right Rear 1,Left Rear 2,Left Rear 3,Right Rear 2,Right Rear 3,Left Rear Passenger 1,Left Rear Passenger 2,Right Rear Passenger 1,Right Rear Passenger 2,Left Rear Passenger 3,Left Rear Passenger 4,Right Rear Passenger 3,Right Rear Passenger 4,Front Driver Side 1,Front Driver Side 2,Front Passenger Side 1,Front Passenger Side 2,Front Driver Side 3,Front Driver Side 4,Front Passenger Side 3,Front Passenger Side 4,Left Front Corner 1,Left Front Corner 2,Right Front Corner 1,Right Front Corner 2,Left Front Corner 3,Front Bumper,Model_2,License Plate Number_2,Vehicle Identification Number_2,State Vehicle Is Registered In_2,Moving_2,Stopped In Traffic_2,Pedestrian_2,Bicyclist_2,Undefined_2,Other_2,Number Of Vehicles Involved_2,Drivers Full Name First Middle Last_2,Conventional Mode,Accident Detail Description,Additional Information Attached_3,Weather A 1,Weather A 2,Weather B 1,Weather B 2,Weather C 1,Weather C 2,Weather D 1,Weather D 2,Weather E 1,Weather E 2,Weather F 1,Weather F 2,Weather G 1,Weather G 2,Lighting A 1,Lighting A 2,Lighting B 1,Lighting B 2,Lighting C 1,Lighting C 2,Lighting D 1,Lighting D 2,Lighting E 1,Lighting E 2,Roadway A 1,Roadway A 2,Roadway B 1,Roadway B 2,Roadway C 1,Roadway C 2,Roadway D 1,Roadway D 2,Road Conditions A 1,Road Conditions A 2,Road Conditions B 1,Road Conditions B 2,Road Conditions C 1,Road Conditions C 2,Road Conditions D 1,Road Conditions D 2,Road Conditions E 1,Road Conditions E 2,Road Conditions F 1,Road Conditions F 2,Road Conditions G 1,Road Conditions G 2,Road Conditions H 1,Road Conditions H 2,Movement A 1,Movement A 2,Movement  B 1,Movement  B 2,Movement C 1,Movement C 2,Movement  D 1,Movement  D 2,Movement  E 1,Movement  E 2,Movement  F 1,Movement  F 2,Movement  G 1,Movement  G 2,Movement  H 1,Movement  H 2,Movement  I 1,Movement  I 2,Movement J 1,Movement J 2,Movement  K 1,Movement  K 2,Movement  L 1,Movement  L 2,Movement  M 1,Movement  M 2,Movement  N 1,Movement  N 2,Movement  O 1,Movement  O 2,Movement  P 1,Movement  P 2,Movement  Q 1,Movement  Q 2,Movement  R 1,Movement  R 2,Type A 1,Type A 2,Type B 1,Type B 2,Type C 1,Type C 2,Type D 1,Type D 2,Type E 1,Type E 2,Type F 1,Type F 2,Type G 1,Type G 2,Type H 1,Type H 2,Other A Yes,Other A No,Other B,Other C,Other D,Other E,Other F,Other G,Other H Yes,Other H No,Other I,Other J,Other K,Other L,Right Front Corner 3,Vehicle Year_2,Autonomous Mode,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
"Lyft, Inc.","Lyft, Inc.",3/6/2019,8:24,Yes,,2018.0,Ford,Fusion,,,CA,Alma Road approaching Charleston Road,Palo Alto,Santa Clara,CA,94306.0,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Mazda CX-5 Grand Touring 4D UTV,,,CA,,Yes,,,,,2.0,,Yes,"On March 6, 2019 at approximately 8:42 AM, a Lyft Autonomous Vehicle (""Lyft AV""), operating in full manual mode and heading westbound on Alma Street in Palo Alto, made a minor contact with the rear bumper of a 3rd party vehicle during rainy and wet roadway conditions. The driver of the Lyft AV applied the brakes while coming to a stop for traffic before making contact at a very low speed. The Lyft AV sustained minor damage to a front sensor and brake. The 3rd party vehicle appeared to have very minor damage to the bumper but neither driver could confirm at the time. There were no injuries reported and the police were not notified.",,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.418,-122.1274,-1,0,0,1,0
GM Cruise LLC,Cruise,3/8/2019,1:29,Yes,,2019.0,Chevrolet,Bolt,,,CA,16th St. and Guerrero St. ,San Francisco,San Francisco,CA,94103.0,Yes,,,,,,2,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Audi A4,unk.,unk.,unk.,Yes,,,,,,2.0,unk.,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was making a right turn from 16th Street onto northbound Guerrero Street when another vehicle, entering traffic from a curbside parked position on westbound 16th Street, made contact with the right rear corner of the Cruise AV, damaging the Cruise AV’s rear right bumper, wheel well, and rear parking sensor.  The driver of the other vehicle drove away without exchanging information. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7725,-122.4147,-1,1,1,1,0
"Lyft, Inc.","Lyft, Inc.",3/12/2019,4:05,,Yes,2018.0,Ford,Fusion,,,CA,739 Pettis Avenue,Mountain View,Santa Clara,CA,94041.0,Yes,,,,,,2,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4 Audi,,,CA,,,,,Yes,Parked,2.0,,Yes,"On March 12, 2019 at approximately 4:07 pm, a Lyft Autonomous Vehicle (""Lyft AV""), operating at full manual mode, made contact at approximately 2 mph with a parked 3rd party vehicle while reversing during a multi-point turn. There was no driver or passenger present in the  3rd party vehicle. The incident occurred on Pettis Avenue near El Camino Boulevard in Mountain View, CA. Minor damage is limited to the left rear bumper area of the Lyft AV (A010) and the left rear driver's side of the 3rd party, pending further inspection. The owner of the 3rd party vehicle came outside to exchange information with the operators. No injuries were reported and the police were not notified.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,37.3901144,-122.0907835,-1,1,0,1,0
GM Cruise LLC,Cruise,3/23/2019,5:28,Yes,,2019.0,Chevrolet,Bolt,,,CA,Eddy St. and Leavenworth St. ,San Francisco,San Francisco,CA,94109.0,Yes,,,,,,2,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford/ C-Max,,unk.,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was proceeding westbound on Eddy Street at the intersection with Leavenworth Street when another vehicle made contact with the center rear bumper of the Cruise AV, damaging the Cruise AV’s left center rear bumper and radar connector.  Police were not called and no injuries were reported at the scene by either party.  Both of the Cruise AV testers sitting in passenger seats later sought medical attention for neck stiffness.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7917,-122.4186,-1,0,1,1,0
GM Cruise LLC,Cruise,3/24/2019,10:50,,Yes,2019.0,Chevrolet,Bolt,,,CA,11th St. and Folsom St. ,San Francisco,San Francisco,CA,94103.0,Yes,,,,,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,Toyota Prius,Unk.,,CA,Yes,,,,,,2.0,,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in conventional mode, was making a left turn from southeast bound 11th Street onto northeast bound Folsom Street when the driver of the Cruise AV made contact with the rear driver side door of another vehicle that was proceeding through the green light on southwest bound 11th Street, damaging both the other vehicle’s rear driver side door and wheel well and the Cruise AV’s front left bumper and wheel well.  There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7717102,-122.414414,0,0,1,1,1
Waymo LLC,Waymo LLC,3/26/2019,9:09,Yes,,2017.0,Chrysler,Pacifica,,,CA,E. Charleston Road and San Antonio Road,Palo Alto,Santa Clara,CA,94303.0,Yes,,,,,,2,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Scion xA,,,CA,Yes,,,,,,2.0,,Yes,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in manual mode when it was involved in a collision at the intersection of E. Charleston Road and San Antonio Road in Palo Alto. The Waymo AV was traveling eastbound on E. Charleston Road in manual mode when the test driver made a lane change from the middle lane to the adjacent right lane. As the test driver completed the lane change, the test driver braked before the intersection as the traffic light at San Antonio Road changed from yellow to red. A passenger vehicle then rear-ended the Waymo AV at approximately 15 MPH. The Waymo AV sustained minor damage to the passenger side of the rear bumper, and the passenger vehicle sustained minor damage to the driver side of the front bumper. No injuries were reported at the scene.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4673,-122.1388,0,0,1,1,1
GM Cruise LLC,Cruise,4/3/2019,8:32,,Yes,2019.0,Chevrolet,Bolt,,,CA,Portrero Avenue and Alameda Street  ,San Francisco,San Francisco,CA,94103.0,,Yes,Yes,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Bolt,,,CA,Yes,,Yes,,,,2.0,,Yes,"Two Cruise autonomous vehicles (“Cruise AV 1” and “Cruise AV 2”), both operating in conventional mode, were stopped side-by-side at the traffic light on southbound Potrero Avenue at the intersection with Alameda Street when a pedestrian in the crosswalk approached both Cruise AVs in the street. The pedestrian struck both vehicles with a foreign object, scratching the front right bumper of Cruise AV 1 and denting the front driver side door of Cruise AV 2. Both drivers of the Cruise AVs immediately drove to safer locations after the incident and contacted the police. There were no injuries. The police later took statements from both drivers of the Cruise AVs and a report was filed as SFPD incident report number 190236884.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,37.7725,-122.4147,0,0,1,1,5
GM Cruise LLC,Cruise,4/10/2019,4:52,,Yes,2019.0,Chevrolet,Bolt,,,CA,Lyon St. and California St. ,San Francisco,San Francisco,CA,94115.0,Yes,,,,,,2,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Clarity,,,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was approaching the intersection prior to making a left turn from southbound Lyon Street onto eastbound California Street when the Cruise AV yielded to an overtaking vehicle on its left proceeding straight on southbound Lyon. Once the overtaking vehicle completed its pass, the Cruise AV attempted to continue its left turn when another vehicle directly behind the Cruise AV, attempting to turn right on California, made contact with the Cruise AV’s right rear bumper, damaging the bumper. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7819383,-122.4439014,-1,0,1,1,0
GM Cruise LLC,Cruise,4/10/2019,10:38,Yes,,2019.0,Chevrolet,Bolt,,,CA,Franklin St. between Olive St and Ellis St. ,San Francisco,San Francisco,CA,94109.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,unk,,unk,unk,Yes,,,,,,2.0,unk,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling northbound on Franklin Street at the intersection with Ellis Street when the Cruise AV began to yield to a lane-splitting motorcyclist on its left rear. The driver of the Cruise AV disengaged from autonomous mode, and shortly thereafter, the motorcyclist made contact with the Cruise AV’s front left radar, damaging the radar’s casing. There were no injuries and police were not called. The motorcyclist did not stop.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77493,-122.41942,0,0,1,1,3
"Lyft, Inc.","Lyft, Inc.",4/11/2019,11:31,Yes,,2018.0,Ford,Fusion,,,CA,Natoma Street and 6th Street,San Francisco,San Francisco,CA,94103.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Toyota Prius,,,CA,Yes,,,,,,2.0,,Yes,"On April 11, 2019 at approximately 11:31 am, a Lyft Autonomous Vehicle operating in manual mode was involved in an incident with a moving third party vehicle. The incident occurred after making a right turn from Natoma Street and 6th Street in San Francisco, CA. Lyft was proceeding straight in the right lane when the third party vehicle aggressively swerved into the right lane, cutting broadside in front of the Lyft AV, and came to a complete stop, causing unavoidable impact from the Lyft AV at approximately 1 mph. The Lyft AV sustained damage to the front left bumper, fender, and left lidar sensor. The third party vehicle sustained damage to the right rear quarter panel and rear passenger door. Lyft AV operators called 911 due to hostile behavior of the third party driver and emergency vehicles responded to the scene. No injuries were reported by the first responders or the team in the Lyft AV.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7758294,-122.4132178,0,0,1,1,1
GM Cruise LLC,Cruise,4/14/2019,11:45,Yes,,2019.0,Chevrolet,Bolt,,,CA,Mason St. between Yacht Rd. and Javowitz St.,San Francisco,San Francisco,CA,94123.0,Yes,,,Yes,,,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,1.0,,Yes,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision while traveling on westbound Mason Street between Yacht Road and Javowitz Street. While making a right turn onto an unmarked road, the driver of the Cruise AV made contact with a bicyclist traveling in the eastbound, unprotected bicycle lane on Mason Street. The police were not called. (amended as of 4/30/2019)",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77493,-122.41942,0,0,0,1,4
GM Cruise LLC,Cruise,4/14/2019,4:38,Yes,,2019.0,Chevrolet,Bolt,,,CA,36th Ave between Balboa St. and Anza St.,San Francisco,San Francisco,CA,94121.0,Yes,,,,,,3,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,,,Yes,,Honda Ridgeline,,Unk,CA,,,,,Yes,,3.0,Unk,Yes,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision while traveling on northbound 36th Avenue between Balboa and Anza Streets. While proceeding straight on 36th, the driver of the Cruise AV made contact with two unoccupied vehicles parked (“parked vehicle 1” and “parked vehicle 2”) on southbound 36th Avenue, damaging the front and rear driver side doors and side mirror of parked vehicle 1 and the front left bumper and wheel well of parked vehicle 2.  The collision also resulted in damage to the Cruise AV’s front left radar, bumper, wheel well, and wheel axle. There were no injuries.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77493,-122.41942,0,1,0,0,0
GM Cruise LLC,Cruise,5/2/2019,11:01,,Yes,2019.0,Chevrolet,Bolt,,,CA,24th St. and Potrero Ave,San Francisco,San Francisco,CA,94110.0,,Yes,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jetta,,Unk,Unk,Yes,,,,,,2.0,Unk,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was stopped at a red light on eastbound 24th Street at the intersection with Potrero Avenue when another vehicle approaching from the rear did not come to a complete stop and made contact with the Cruise AV’s rear bumper. The driver of the other vehicle drove away without exchanging information. The Cruise AV tester sitting in the driver’s seat requested medical treatment and emergency services arrived on the scene. SFPD incident report number  was not available at the time of filing of this report.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7533571,-122.4062489,0,0,1,1,0
"Lyft, Inc.","Lyft, Inc.",5/2/2019,3:50,,Yes,2018.0,Ford,Fusion,,,CA,NB on San Antonio Rd.,Palo Alto,Santa Clara,CA,94306.0,,Yes,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford Fusion,,,CA,Yes,,,,,,2.0,,Yes,"At approximately 3:50 pm, the Lyft autonomous vehicle (""Lyft"") was traveling northbound on San Antonio Road in Palo Alto while in manual mode when a third-party vehicle made contact with rear bumper at a very low speed. At the time of contact, was stopped for traffic for approximately 2 seconds during stop and go traffic. No visible damage was noted by either party at the scene. No injuries were reported and local law enforcement was not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.418,-122.1274,-1,0,0,1,0
GM Cruise LLC,Cruise,5/4/2019,10:56,,Yes,2019.0,Chevrolet,Bolt,,,CA,Duboce Ave between Steiner St and Sanchez St,San Francisco,San Francisco,CA,94114.0,Yes,,,,Yes,Skateboarder,1,,,Yes,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Unk,Unk,Unk,Unk,Yes,,,,Yes,Skateboarder,1.0,Unk,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling from southbound Steiner Street to southbound Sanchez Street via eastbound Duboce Avenue when a skateboarder traveling through the stop sign on eastbound Duboce made contact with the rear passenger door of the Cruise AV. The skateboarder left the scene without exchanging information. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,37.77493,-122.41942,-1,0,1,1,0
GM Cruise LLC,Cruise,5/4/2019,4:39,,Yes,2019.0,Chevrolet,Bolt,,,CA,Larkin St. and McAllister St. ,San Francisco,San Francisco,CA,94102.0,Yes,,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cadillac,,Unk,CA,Yes,,,,,,2.0,,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was approaching the intersection prior to making a left turn from northbound Larkin Street onto westbound McAllister Street when the Cruise AV slowed down. The driver of the Cruise AV disengaged from autonomous mode, and shortly thereafter, another vehicle made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s right rear bumper. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7805574,-122.417309,-1,0,1,1,0
GM Cruise LLC,Cruise,5/8/2019,8:55,Yes,,2019.0,Chevrolet,Bolt,,,CA,Franklin St. and Bay St.,San Francisco,San Francisco,CA,94123.0,,Yes,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,unk.,,unk.,unk.,Yes,,,,,,2.0,unk.,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was stopped at a red light on northbound Franklin Street at the intersection with Bay Street when a lane-splitting  motorcycle made contact with the Cruise AV’s front right articulating radar, damaging the cover. The motorcyclist did not stop. There were no injuries and police were not called.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7999,-122.4342,-1,0,1,1,3
GM Cruise LLC,Cruise,5/13/2019,12:32,Yes,,2019.0,Chevrolet,Bolt,,,CA,Filmore St. and Fell St. ,San Francisco,San Francisco,CA,94117.0,Yes,,,,,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Mazda,,,CA,Yes,,,,,,2.0,,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling straight through a green light northbound on Fillmore Street at the intersection with Fell Street when another vehicle, traveling westbound and violating a red light on Fell Street, came into the Cruise AV’s path. The driver of the Cruise AV disengaged from autonomous mode, and thereafter, the Cruise AV and the other vehicle made contact, damaging the other vehicle’s left rear door and the Cruise AV’s front bumper assembly, grill, and both front wheel wells. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,37.7712,-122.4413,0,0,1,1,1
Waymo LLC,Waymo LLC,5/15/2019,6:08,Yes,,2017.0,Chrysler,Pacifica,,,CA,Shoreline Blvd. at El Camino Real,Mountain View,Santa Clara,CA,94041.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazda B2300,,,CA,Yes,,,,,,2.0,,,"A Waymo Autonomous Vehicle (“Waymo AV”) in autonomous mode was yielding to check for cross traffic while in the slip lane to turn from southbound Shoreline Boulevard to westbound El Camino Real in Mountain View when it was rear-ended by a passenger vehicle at approximately 5 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle had minor damage to its front bumper. The two Waymo AV operators reported neck/back pain but declined medical attention at the scene.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3893,-122.0783,0,0,1,1,1
GM Cruise LLC,Cruise,5/18/2019,7:31,,Yes,2019.0,Chevrolet,Bolt,,,CA,Euclid Ave. and Palm Ave.,San Francisco,San Francisco,CA,94118.0,Yes,,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazda 3 SW S,,,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was about to make a left turn after stopping at the four-way stop sign on westbound Euclid Avenue at the intersection with Palm Avenue when another vehicle made contact with the rear bumper of the Cruise AV. Police were not called and no injuries were reported at the scene by either party. Two of the Cruise AV testers sitting in the driver and front passenger seats later mentioned injuries.",,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7812,-122.4614,0,0,1,1,0
Waymo LLC,Waymo LLC,5/22/2019,5:23,,Yes,2017.0,Chrysler,Pacifica,,,CA,Whisman Station Drive at S. Whisman Road,Mountain View,Santa Clara,CA,94043.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,, Lexus IS350,,,CA,Yes,,,,,,2.0,,,"A Waymo Autonomous Vehicle (“Waymo AV”) in autonomous mode was yielding to check for cross traffic while in the slip lane to turn from northbound Whisman Station Drive to southbound S. Whisman Road in Mountain View when it was rear-ended by a passenger vehicle at approximately 7 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle had minor damage to its front bumper. There were no injuries reported at the scene.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4056,-122.0775,0,0,1,1,1
GM Cruise LLC,Cruise,5/24/2019,7:36,,Yes,2019.0,Chevrolet,Bolt,,,CA,Geary Blvd between 8th Ave and 9th Ave,San Francisco,San Francisco,CA,94118.0,Yes,,,,,,2,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Elantra,,,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was changing lanes into the left turn lane on eastbound Geary Boulevard between 8th and 9th Avenues when the Cruise AV slowed down.  The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle  changing into the same lane made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s bumper.  There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77493,-122.41942,0,0,0,1,1
